o,bus_stops,tube_stops
"114.14,22.63",,
"114.12,22.66",,
"113.98,22.59",,
"121.65,31.28",,
"113.24,23.15",,
"121.61,31.29",,
"121.77,31.08",,
"113.33,23.18",,
"113.29,23.17",,
"113.87,22.60",,
"113.78,22.72",,
"113.45,23.11",,
"121.40,31.06",,
"113.90,22.58",,
"113.24,23.14",,
"121.38,31.08",,
"113.45,23.15",,
"121.35,31.26",,
"121.22,31.05",,
"113.58,23.15",,
"121.57,31.13",,
"114.25,22.73",,
"121.58,31.18",,
"114.13,22.70",,
"113.31,22.97",,
"113.92,22.69",,
"114.22,22.56",,
"113.60,23.19",,
"113.27,23.22",,
"121.43,31.34",,
"113.25,23.11",,
"113.81,22.74",,
"113.93,22.64",,
"121.76,31.04",,
"121.59,31.18",,
"113.80,22.69",,
"121.35,31.11",,
"121.29,31.43",,
"121.86,30.96",,
"113.35,23.19",,
"113.95,22.54",,
"121.64,31.11",,
"121.39,31.18",,
"121.59,31.35",,
"121.53,31.18",,
"113.26,23.09",,
"113.28,23.15",,
"121.66,31.27",,
"113.63,23.14",,
"121.44,31.28",,
"113.91,22.58",,
"113.35,23.30",,
"114.28,22.68",,
"113.78,22.68",,
"121.34,31.20",,
"121.44,31.17",,
"121.37,31.20",,
"121.31,31.28",,
"114.10,22.71",,
"121.42,31.23",,
"113.17,23.43",,
"113.29,23.23",,
"113.18,23.33",,
"114.04,22.66",,
"113.94,22.74",,
"121.38,31.32",,
"114.00,22.52",,
"121.24,31.37",,
"114.09,22.70",,
"121.29,30.83",,
"113.54,22.78",,
"121.45,31.18",,
"113.45,23.05",,
"113.94,22.76",,
"121.56,31.25",,
"114.04,22.64",,
"113.38,23.14",,
"113.21,23.29",,
"113.23,23.47",,
"114.06,22.64",,
"121.50,31.26",,
"113.51,23.58",,
"121.36,31.05",,
"113.92,22.50",,
"113.81,22.66",,
"113.26,23.08",,
"113.50,23.24",,
"113.65,23.13",,
"121.25,31.18",,
"113.64,23.17",,
"113.83,22.64",,
"121.42,31.03",,
"113.31,23.07",,
"114.47,22.59",,
"121.31,31.19",,
"121.60,31.11",,
"113.27,23.24",,
"113.24,23.06",,
"113.36,22.96",,
"113.35,23.06",,
"114.07,22.62",,
"113.32,22.96",,
"114.04,22.63",,
"121.39,31.32",,
"121.29,31.03",,
"113.29,23.04",,
"121.34,31.10",,
"121.36,31.24",,
"121.76,31.05",,
"121.45,30.93",,
"113.29,23.01",,
"114.18,22.64",,
"121.67,31.15",,
"121.52,31.18",,
"121.49,31.15",,
"121.36,31.39",,
"114.25,22.70",,
"113.45,22.89",,
"113.37,22.94",,
"121.43,31.29",,
"114.00,22.61",,
"114.10,22.54",,
"121.31,31.13",,
"113.93,22.49",,
"114.23,22.69",,
"121.23,31.11",,
"121.48,30.92",,
"113.52,23.61",,
"121.67,31.25",,
"121.69,31.05",,
"121.60,31.10",,
"113.27,23.18",,
"121.31,31.23",,
"113.27,23.35",,
"121.50,31.17",,
"113.24,23.28",,
"121.78,31.06",,
"113.79,22.72",,
"113.21,23.16",,
"113.96,22.58",,
"121.58,31.35",,
"113.22,23.16",,
"121.35,31.18",,
"114.29,22.78",,
"121.53,31.06",,
"114.17,22.64",,
"113.41,23.15",,
"114.12,22.65",,
"113.56,23.31",,
"113.37,23.17",,
"121.16,31.33",,
"121.40,31.32",,
"121.37,31.36",,
"113.89,22.54",,
"121.43,31.02",,
"121.50,31.31",,
"113.92,22.72",,
"121.26,31.06",,
"121.46,30.93",,
"113.32,23.29",,
"121.49,31.12",,
"121.49,31.27",,
"121.30,31.18",,
"121.43,31.07",,
"121.41,31.17",,
"113.82,23.28",,
"113.92,22.64",,
"121.34,31.19",,
"113.84,23.28",,
"114.41,22.64",,
"121.79,31.17",,
"114.44,22.60",,
"114.26,22.71",,
"121.50,31.38",,
"113.40,22.89",,
"121.59,31.04",,
"113.61,23.12",,
"113.26,23.17",,
"113.87,22.75",,
"113.22,23.41",,
"121.36,31.21",,
"121.81,31.04",,
"121.29,31.27",,
"113.60,23.55",,
"114.15,22.56",,
"113.98,22.55",,
"114.35,22.68",,
"113.79,22.69",,
"113.89,22.68",,
"113.40,23.17",,
"113.83,22.70",,
"121.46,30.94",,
"121.35,31.31",,
"114.30,22.60",,
"121.22,31.09",,
"121.89,30.90",,
"113.37,23.16",,
"121.51,31.09",,
"113.49,23.09",,
"121.38,31.21",,
"121.23,31.39",,
"114.19,22.68",,
"113.89,22.77",,
"113.28,23.04",,
"113.25,23.09",,
"121.46,31.26",,
"114.10,22.70",,
"113.91,22.50",,
"113.59,23.13",,
"113.43,23.13",,
"114.05,22.66",,
"121.31,31.02",,
"114.12,22.71",,
"121.36,31.28",,
"114.32,22.69",,
"121.43,31.30",,
"121.61,31.20",,
"121.37,31.32",,
"113.89,22.55",,
"113.21,23.13",,
"121.33,31.24",,
"121.75,31.14",,
"114.03,22.68",,
"113.32,23.03",,
"121.57,31.15",,
"121.75,31.15",,
"121.59,31.15",,
"114.37,22.74",,
"113.23,23.39",,
"113.25,23.27",,
"121.38,31.20",,
"121.36,31.25",,
"121.23,31.09",,
"113.25,23.20",,
"113.62,22.27",,
"113.84,22.71",,
"114.03,22.66",,
"121.55,31.13",,
"121.55,31.17",,
"113.28,22.98",,
"121.75,31.07",,
"113.27,23.16",,
"113.84,22.78",,
"114.04,22.57",,
"121.57,31.27",,
"121.72,31.19",,
"113.42,23.13",,
"113.54,23.11",,
"113.50,22.81",,
"121.43,31.00",,
"114.01,22.67",,
"113.21,23.41",,
"113.83,22.62",,
"121.41,31.34",,
"113.96,22.77",,
"121.24,31.38",,
"121.68,31.14",,
"121.50,31.23",,
"121.22,31.29",,
"114.31,22.78",,
"121.59,31.08",,
"121.50,31.07",,
"113.99,22.52",,
"121.38,31.09",,
"121.44,31.26",,
"121.41,31.42",,
"121.31,30.73",,
"114.20,22.66",,
"121.47,31.41",,
"114.21,22.66",,
"121.26,31.12",,
"113.29,23.24",,
"113.98,22.53",,
"113.50,23.15",,
"121.36,31.11",,
"121.34,30.79",,
"113.37,22.93",,
"113.67,23.17",,
"113.55,23.12",,
"121.40,31.04",,
"114.10,22.59",,
"113.89,22.72",,
"113.90,22.72",,
"121.52,31.20",,
"113.84,22.59",,
"121.26,31.17",,
"121.36,31.29",,
"113.61,23.53",,
"114.04,22.68",,
"121.18,31.05",,
"121.41,31.16",,
"121.41,31.31",,
"113.46,23.10",,
"114.13,22.69",,
"121.36,31.26",,
"121.54,31.31",,
"121.70,30.92",,
"121.61,31.21",,
"121.36,31.27",,
"113.21,23.15",,
"121.52,30.99",,
"113.90,22.55",,
"121.39,31.17",,
"114.32,22.73",,
"113.99,22.69",,
"114.12,22.67",,
"114.02,22.64",,
"114.00,22.68",,
"121.67,31.30",,
"113.94,22.57",,
"113.63,23.26",,
"121.59,31.33",,
"114.11,22.71",,
"113.41,23.04",,
"113.32,23.09",,
"113.32,23.31",,
"113.78,22.73",,
"121.51,31.33",,
"121.44,31.31",,
"113.90,22.71",,
"113.47,23.11",,
"113.30,23.17",,
"121.45,31.28",,
"113.25,23.38",,
"121.31,31.32",,
"113.33,22.94",,
"113.32,23.27",,
"113.24,23.19",,
"121.82,31.15",,
"121.24,31.07",,
"113.09,23.41",,
"121.63,31.27",,
"114.41,22.76",,
"114.19,22.59",,
"114.36,22.71",,
"121.51,31.27",,
"113.88,22.82",,
"121.28,31.73",,
"121.23,30.99",,
"121.55,31.04",,
"114.06,22.65",,
"113.67,22.65",,
"113.43,23.11",,
"121.29,31.00",,
"113.63,23.13",,
"121.19,31.04",,
"121.47,31.40",,
"121.28,31.19",,
"114.33,22.79",,
"121.37,31.17",,
"114.21,22.73",,
"121.20,31.30",,
"113.97,22.55",,
"113.91,22.48",,
"121.38,31.26",,
"121.22,31.39",,
"113.29,22.98",,
"121.46,31.28",,
"121.59,31.27",,
"113.81,22.78",,
"114.09,22.61",,
"121.49,31.00",,
"121.61,31.10",,
"113.93,22.63",,
"121.39,31.09",,
"113.18,23.44",,
"121.45,31.33",,
"121.38,31.12",,
"113.96,22.55",,
"114.24,22.76",,
"121.50,31.13",,
"121.37,30.75",,
"121.25,31.08",,
"113.61,22.77",,
"121.57,31.21",,
"113.23,23.18",,
"121.45,31.17",,
"121.32,31.23",,
"113.82,22.78",,
"121.42,31.17",,
"113.37,23.10",,
"121.66,31.21",,
"113.96,22.56",,
"121.30,31.19",,
"121.42,31.24",,
"114.00,22.59",,
"121.90,30.89",,
"113.84,22.79",,
"114.06,22.60",,
"113.48,23.10",,
"121.40,31.18",,
"113.83,22.59",,
"121.59,31.19",,
"121.17,31.36",,
"113.22,23.11",,
"121.54,31.20",,
"114.06,22.72",,
"113.25,23.07",,
"113.89,22.78",,
"121.37,31.23",,
"121.42,31.33",,
"121.23,31.20",,
"113.83,22.67",,
"113.31,23.08",,
"121.52,31.22",,
"113.39,23.14",,
"113.18,23.40",,
"113.16,23.37",,
"121.41,31.01",,
"113.96,22.69",,
"121.50,31.18",,
"113.30,23.11",,
"113.39,23.07",,
"113.35,23.20",,
"113.80,22.77",,
"121.36,30.76",,
"121.35,31.16",,
"113.54,23.10",,
"113.48,22.96",,
"121.56,31.26",,
"113.23,23.16",,
"114.12,22.56",,
"114.13,22.66",,
"121.44,31.16",,
"121.35,31.17",,
"121.43,31.24",,
"113.65,23.64",,
"121.21,31.22",,
"113.30,23.03",,
"121.75,31.11",,
"114.04,22.73",,
"121.18,31.42",,
"113.36,23.01",,
"121.59,31.16",,
"121.24,31.31",,
"113.50,23.16",,
"113.45,23.43",,
"121.37,31.35",,
"114.23,22.56",,
"113.80,22.76",,
"121.37,31.22",,
"121.64,31.08",,
"114.28,22.73",,
"121.40,31.27",,
"121.36,31.14",,
"113.54,23.33",,
"121.61,31.13",,
"121.39,31.10",,
"121.41,30.91",,
"121.53,31.29",,
"114.08,22.57",,
"113.95,22.50",,
"121.51,31.37",,
"113.29,23.08",,
"114.00,22.69",,
"114.05,22.68",,
"121.44,31.37",,
"114.01,22.61",,
"121.62,31.14",,
"121.34,31.17",,
"113.42,23.20",,
"121.56,31.18",,
"113.33,23.34",,
"121.32,31.29",,
"121.48,31.38",,
"113.22,23.23",,
"121.46,31.16",,
"121.70,31.24",,
"121.55,31.29",,
"121.48,31.41",,
"113.87,22.78",,
"113.82,22.62",,
"121.93,30.91",,
"113.29,23.15",,
"121.47,31.31",,
"113.98,22.74",,
"121.54,31.15",,
"113.96,22.60",,
"113.40,23.09",,
"113.28,23.27",,
"113.51,23.45",,
"121.67,31.20",,
"121.48,31.27",,
"121.40,31.23",,
"114.13,22.64",,
"121.68,31.07",,
"114.10,22.61",,
"121.58,31.34",,
"121.51,31.16",,
"121.18,31.03",,
"121.33,31.18",,
"113.86,22.66",,
"121.71,31.05",,
"114.07,22.56",,
"114.30,22.78",,
"114.14,22.70",,
"113.50,23.12",,
"121.77,31.05",,
"113.40,23.10",,
"114.27,22.74",,
"113.36,23.26",,
"113.34,22.97",,
"121.69,31.13",,
"121.48,31.32",,
"113.37,23.11",,
"121.49,31.39",,
"113.49,23.08",,
"121.63,31.18",,
"113.41,23.06",,
"113.97,22.70",,
"121.38,31.35",,
"121.42,31.41",,
"121.30,31.20",,
"121.79,31.15",,
"113.84,22.73",,
"121.61,30.92",,
"113.18,23.42",,
"114.12,22.59",,
"113.25,23.35",,
"113.94,22.80",,
"113.95,22.49",,
"121.73,31.10",,
"121.69,30.93",,
"113.22,23.18",,
"113.48,23.17",,
"114.12,22.63",,
"114.30,22.61",,
"113.34,23.37",,
"113.31,23.22",,
"113.34,23.30",,
"113.46,23.16",,
"114.04,22.51",,
"121.11,31.25",,
"113.36,23.21",,
"114.03,22.57",,
"121.60,31.32",,
"121.58,31.29",,
"121.38,31.19",,
"114.04,22.69",,
"113.24,23.24",,
"114.34,22.70",,
"121.80,31.13",,
"113.27,22.98",,
"114.15,22.64",,
"121.50,31.35",,
"121.50,31.21",,
"121.30,30.80",,
"113.26,23.30",,
"113.26,23.38",,
"113.08,23.41",,
"113.39,22.84",,
"121.42,31.14",,
"121.31,31.31",,
"121.31,31.22",,
"113.19,23.08",,
"113.28,23.16",,
"121.49,31.26",,
"113.81,22.61",,
"113.95,22.64",,
"121.25,31.33",,
"114.17,22.57",,
"121.63,31.19",,
"113.31,23.01",,
"121.05,31.10",,
"120.90,31.11",,
"113.25,23.22",,
"121.62,31.15",,
"121.42,31.22",,
"114.58,22.49",,
"121.37,31.11",,
"113.84,22.70",,
"113.50,23.14",,
"121.29,31.32",,
"113.45,23.20",,
"113.80,22.74",,
"121.60,31.28",,
"113.36,23.09",,
"113.43,23.39",,
"114.06,22.69",,
"113.29,23.02",,
"121.25,31.10",,
"113.33,23.22",,
"121.49,31.30",,
"114.00,22.54",,
"113.89,22.52",,
"121.63,31.13",,
"121.40,31.05",,
"121.22,31.03",,
"113.38,23.34",,
"114.22,22.63",,
"113.10,23.40",,
"113.41,23.21",,
"113.56,23.56",,
"121.59,31.10",,
"113.51,23.09",,
"114.36,22.74",,
"121.40,31.29",,
"113.58,23.54",,
"114.36,22.69",,
"113.35,23.39",,
"113.51,22.90",,
"121.63,31.21",,
"121.78,31.04",,
"121.60,31.04",,
"113.21,23.38",,
"113.29,23.37",,
"121.30,31.03",,
"113.35,23.24",,
"121.38,31.25",,
"121.50,31.22",,
"113.81,22.67",,
"121.53,31.26",,
"121.51,31.22",,
"114.08,22.68",,
"121.45,30.91",,
"114.08,22.71",,
"113.43,22.96",,
"113.24,23.31",,
"121.58,31.15",,
"121.33,31.20",,
"121.61,31.27",,
"121.40,31.25",,
"114.08,22.63",,
"113.24,23.16",,
"121.40,31.15",,
"114.31,22.77",,
"121.62,31.09",,
"121.21,31.01",,
"113.20,23.08",,
"113.86,22.78",,
"121.59,31.31",,
"121.37,31.12",,
"113.84,22.76",,
"121.45,31.36",,
"113.58,23.55",,
"113.60,22.75",,
"121.02,30.89",,
"121.66,31.15",,
"121.56,31.23",,
"113.81,22.79",,
"114.16,22.56",,
"121.28,31.21",,
"121.57,31.14",,
"121.30,31.22",,
"121.52,31.03",,
"113.95,22.72",,
"114.27,22.70",,
"121.77,31.11",,
"113.41,22.95",,
"113.82,22.77",,
"113.27,23.31",,
"113.27,23.46",,
"114.01,22.75",,
"113.24,23.21",,
"121.64,31.05",,
"114.13,22.71",,
"113.45,23.41",,
"114.29,22.77",,
"113.27,23.11",,
"121.44,31.15",,
"121.22,31.38",,
"113.83,22.76",,
"114.00,22.67",,
"121.30,31.31",,
"121.83,31.49",,
"121.90,30.96",,
"113.32,23.32",,
"121.39,31.14",,
"113.49,23.38",,
"113.34,22.92",,
"114.31,22.72",,
"114.33,22.70",,
"121.41,31.30",,
"121.70,31.17",,
"121.53,31.23",,
"114.11,22.56",,
"113.85,22.63",,
"113.42,23.05",,
"114.05,22.56",,
"114.07,22.53",,
"121.54,31.30",,
"113.50,22.84",,
"121.55,30.84",,
"113.18,23.07",,
"113.24,23.39",,
"113.19,23.43",,
"121.64,31.23",,
"113.28,23.00",,
"121.60,31.25",,
"121.26,31.28",,
"113.56,23.32",,
"113.20,23.15",,
"121.11,31.15",,
"113.46,22.96",,
"113.28,23.08",,
"114.33,22.69",,
"114.26,22.69",,
"121.53,31.37",,
"121.51,31.31",,
"113.42,23.04",,
"113.93,22.67",,
"121.41,31.10",,
"113.34,23.32",,
"113.86,22.62",,
"121.70,30.87",,
"113.45,23.40",,
"114.05,22.72",,
"121.74,31.18",,
"121.33,31.27",,
"121.51,31.19",,
"113.83,22.65",,
"121.28,31.25",,
"121.30,31.06",,
"121.38,31.16",,
"113.49,22.85",,
"113.37,23.15",,
"113.22,23.39",,
"121.68,31.25",,
"121.79,31.05",,
"113.36,23.22",,
"121.36,31.12",,
"113.26,23.07",,
"114.12,22.68",,
"113.37,23.09",,
"113.20,23.12",,
"113.46,23.03",,
"114.24,22.68",,
"113.80,22.63",,
"113.43,23.17",,
"121.32,31.35",,
"114.08,22.70",,
"121.24,31.41",,
"113.91,22.74",,
"114.06,22.67",,
"121.19,31.28",,
"114.24,22.73",,
"114.30,22.72",,
"114.21,22.65",,
"121.41,31.28",,
"113.86,22.60",,
"121.53,31.32",,
"113.50,23.45",,
"113.44,23.17",,
"113.30,23.18",,
"121.20,31.29",,
"113.15,23.41",,
"121.68,31.27",,
"121.38,31.10",,
"114.29,22.72",,
"114.12,22.62",,
"113.31,23.29",,
"113.31,23.18",,
"113.34,23.16",,
"121.46,30.98",,
"114.11,22.63",,
"113.78,22.71",,
"121.32,31.28",,
"113.86,22.72",,
"113.56,23.53",,
"113.53,23.13",,
"121.29,31.18",,
"113.25,23.21",,
"121.43,30.96",,
"121.51,31.36",,
"114.18,22.61",,
"113.36,23.00",,
"121.55,31.30",,
"113.29,23.03",,
"113.85,22.60",,
"121.60,31.26",,
"113.44,23.18",,
"113.83,22.72",,
"113.30,23.30",,
"114.01,22.74",,
"121.92,30.90",,
"121.41,31.09",,
"121.56,31.16",,
"113.97,22.59",,
"113.96,22.71",,
"113.23,23.19",,
"113.06,23.42",,
"113.12,23.36",,
"121.37,31.08",,
"121.75,31.16",,
"113.83,22.61",,
"121.31,31.04",,
"121.14,31.27",,
"113.82,22.72",,
"113.87,22.76",,
"114.22,22.55",,
"121.29,31.01",,
"114.30,22.70",,
"113.82,23.31",,
"121.27,31.27",,
"113.35,23.00",,
"121.50,30.92",,
"121.23,31.05",,
"121.69,31.26",,
"113.92,22.56",,
"113.30,23.36",,
"114.01,22.53",,
"113.21,23.06",,
"121.27,31.12",,
"121.44,31.30",,
"113.51,23.17",,
"114.07,22.71",,
"113.37,23.07",,
"113.57,23.20",,
"114.32,22.68",,
"121.81,31.14",,
"114.07,22.54",,
"113.91,22.65",,
"121.47,30.93",,
"121.18,31.29",,
"113.33,23.03",,
"113.13,23.36",,
"113.67,23.28",,
"114.22,22.69",,
"121.09,31.13",,
"121.44,31.33",,
"121.37,31.29",,
"113.24,23.10",,
"113.51,22.83",,
"121.45,31.40",,
"113.46,22.88",,
"113.24,23.17",,
"113.79,22.71",,
"113.34,23.02",,
"121.29,31.45",,
"113.93,22.68",,
"113.52,23.21",,
"121.54,31.23",,
"113.98,22.67",,
"121.47,31.29",,
"114.23,22.66",,
"121.28,31.12",,
"121.68,31.18",,
"121.22,31.01",,
"113.44,22.86",,
"121.43,31.14",,
"113.91,22.56",,
"121.53,31.28",,
"121.44,31.29",,
"121.21,31.27",,
"113.28,23.50",,
"113.50,23.22",,
"121.51,31.26",,
"113.40,22.99",,
"113.44,23.15",,
"113.52,23.36",,
"113.15,23.37",,
"121.73,31.05",,
"121.70,31.19",,
"113.83,22.80",,
"113.43,23.14",,
"113.31,23.03",,
"121.46,31.34",,
"121.26,31.16",,
"121.31,31.30",,
"121.23,31.30",,
"121.49,31.32",,
"114.28,22.76",,
"113.98,22.62",,
"121.55,31.31",,
"121.75,31.04",,
"121.23,31.26",,
"114.15,22.61",,
"113.70,23.17",,
"121.26,31.19",,
"113.27,23.25",,
"113.86,22.63",,
"121.35,31.14",,
"113.45,23.16",,
"121.40,31.45",,
"113.58,23.28",,
"121.23,31.03",,
"114.15,22.62",,
"121.46,31.33",,
"113.92,22.67",,
"121.17,31.16",,
"113.95,22.80",,
"121.33,31.08",,
"114.38,22.74",,
"113.18,23.34",,
"121.24,31.35",,
"114.51,22.59",,
"114.08,22.62",,
"121.15,31.20",,
"113.40,23.15",,
"113.32,23.07",,
"121.57,31.29",,
"113.29,23.25",,
"121.52,31.14",,
"114.03,22.72",,
"113.99,22.73",,
"121.39,31.15",,
"121.40,31.43",,
"114.10,22.58",,
"114.23,22.55",,
"113.45,23.17",,
"113.17,23.48",,
"113.34,22.98",,
"121.47,31.05",,
"121.36,31.15",,
"121.13,31.16",,
"113.78,22.69",,
"113.95,22.52",,
"121.35,31.19",,
"121.60,31.29",,
"121.34,31.29",,
"113.47,23.18",,
"114.02,22.74",,
"113.32,23.28",,
"113.44,22.98",,
"113.43,23.16",,
"113.35,23.02",,
"113.43,22.78",,
"121.42,31.04",,
"113.41,22.99",,
"113.51,22.85",,
"113.42,23.19",,
"114.16,22.66",,
"113.43,23.09",,
"121.56,31.12",,
"121.76,31.08",,
"113.32,23.44",,
"121.27,31.32",,
"121.25,31.28",,
"113.33,23.20",,
"121.43,31.35",,
"113.30,23.41",,
"113.36,22.93",,
"113.83,23.30",,
"121.61,31.11",,
"121.18,31.20",,
"113.30,23.02",,
"113.47,23.47",,
"114.18,22.58",,
"114.24,22.74",,
"121.33,31.45",,
"114.25,22.75",,
"121.30,31.21",,
"113.64,23.28",,
"114.30,22.67",,
"114.36,22.70",,
"113.47,23.09",,
"113.59,23.14",,
"113.50,23.08",,
"113.37,23.00",,
"121.43,31.10",,
"114.16,22.65",,
"121.80,31.17",,
"121.48,30.96",,
"113.15,23.38",,
"113.92,22.78",,
"114.21,22.71",,
"113.19,23.41",,
"113.20,23.29",,
"121.41,31.19",,
"121.39,31.12",,
"113.82,22.75",,
"121.78,31.03",,
"121.22,31.36",,
"113.51,22.79",,
"121.64,31.27",,
"113.84,22.74",,
"121.39,31.30",,
"121.32,31.31",,
"113.98,22.73",,
"114.28,22.61",,
"121.30,31.14",,
"113.87,22.82",,
"113.89,22.59",,
"113.52,23.09",,
"113.37,23.21",,
"113.23,23.37",,
"113.79,22.76",,
"113.47,23.42",,
"121.50,31.16",,
"113.19,23.07",,
"121.69,31.24",,
"113.16,23.38",,
"113.34,23.25",,
"113.92,22.58",,
"113.85,22.57",,
"113.53,23.21",,
"113.32,23.22",,
"121.49,31.40",,
"113.80,22.64",,
"121.52,31.34",,
"121.85,30.98",,
"113.57,22.68",,
"113.82,22.79",,
"121.39,31.29",,
"121.36,31.70",,
"114.33,22.68",,
"113.97,22.62",,
"121.52,31.29",,
"121.41,31.46",,
"114.18,22.65",,
"114.23,22.65",,
"113.56,22.76",,
"113.80,22.78",,
"121.50,31.15",,
"121.33,31.23",,
"121.30,31.45",,
"113.98,22.70",,
"114.02,22.73",,
"121.47,31.30",,
"121.41,31.02",,
"121.61,31.52",,
"121.46,31.19",,
"121.27,31.17",,
"121.23,31.37",,
"114.17,22.56",,
"121.34,31.18",,
"121.62,31.33",,
"121.41,31.27",,
"114.08,22.64",,
"113.90,22.48",,
"113.88,22.79",,
"121.58,31.31",,
"121.38,31.27",,
"121.43,31.26",,
"113.25,23.04",,
"114.31,22.71",,
"113.38,23.17",,
"113.33,22.93",,
"113.30,23.05",,
"113.87,22.59",,
"113.93,22.61",,
"121.38,31.31",,
"114.22,22.75",,
"113.86,23.25",,
"121.61,31.30",,
"113.30,23.24",,
"121.30,31.13",,
"121.53,31.20",,
"113.45,22.88",,
"121.25,31.00",,
"121.26,31.01",,
"113.53,22.78",,
"121.46,31.17",,
"121.50,31.33",,
"121.16,31.28",,
"113.30,23.16",,
"121.82,30.89",,
"114.05,22.73",,
"121.60,31.27",,
"113.27,22.96",,
"121.33,31.10",,
"121.12,31.15",,
"121.56,31.22",,
"121.35,30.73",,
"121.22,31.11",,
"114.21,22.68",,
"121.24,31.33",,
"114.37,22.75",,
"113.20,23.20",,
"113.89,22.76",,
"113.38,23.16",,
"121.49,31.10",,
"121.50,31.32",,
"121.58,31.19",,
"113.26,22.98",,
"121.42,31.08",,
"121.54,31.13",,
"113.34,23.09",,
"121.35,31.13",,
"121.77,31.36",,
"121.67,31.29",,
"113.53,23.08",,
"121.37,31.31",,
"113.81,22.69",,
"121.53,31.33",,
"114.00,22.60",,
"113.82,23.30",,
"121.27,31.02",,
"113.33,23.11",,
"113.82,22.74",,
"114.07,22.58",,
"121.53,31.17",,
"121.62,31.20",,
"121.37,31.18",,
"121.35,31.24",,
"113.44,23.00",,
"113.85,22.78",,
"113.35,22.96",,
"121.74,31.05",,
"113.78,22.70",,
"113.86,22.65",,
"121.12,31.16",,
"113.40,23.07",,
"113.53,22.80",,
"121.36,31.44",,
"121.22,31.06",,
"121.65,31.24",,
"121.57,31.30",,
"113.40,23.38",,
"121.41,31.03",,
"121.50,30.96",,
"113.39,23.02",,
"114.31,22.60",,
"121.51,31.01",,
"113.49,23.18",,
"121.41,31.04",,
"113.28,23.03",,
"121.22,31.23",,
"121.60,31.18",,
"121.16,30.89",,
"121.45,30.94",,
"113.40,22.95",,
"121.53,30.99",,
"114.15,22.65",,
"121.58,31.27",,
"113.17,23.40",,
"121.49,31.09",,
"121.33,31.39",,
"113.91,22.51",,
"113.22,23.07",,
"113.92,22.68",,
"113.18,23.47",,
"121.63,30.93",,
"121.70,31.20",,
"121.62,31.25",,
"121.31,31.33",,
"121.22,31.42",,
"113.41,23.16",,
"121.46,30.95",,
"121.47,30.92",,
"113.92,22.62",,
"114.06,22.58",,
"121.58,31.25",,
"121.39,31.05",,
"113.86,22.73",,
"113.89,22.81",,
"113.24,23.38",,
"121.49,31.03",,
"121.58,31.33",,
"113.89,22.50",,
"113.30,23.20",,
"121.53,31.25",,
"114.00,22.74",,
"113.91,22.78",,
"121.44,30.98",,
"113.61,23.16",,
"113.96,22.70",,
"113.22,23.09",,
"113.43,23.04",,
"114.32,22.71",,
"113.98,22.69",,
"113.41,23.14",,
"121.32,30.95",,
"113.38,22.95",,
"121.14,31.22",,
"121.37,31.33",,
"113.22,23.20",,
"121.84,30.97",,
"121.61,31.04",,
"114.22,22.67",,
"113.30,22.98",,
"121.58,31.11",,
"113.56,23.20",,
"113.92,22.74",,
"121.31,30.84",,
"114.33,22.71",,
"113.23,23.06",,
"121.49,31.13",,
"121.24,31.02",,
"121.34,31.23",,
"121.45,31.03",,
"121.41,31.43",,
"121.28,31.26",,
"114.40,22.72",,
"121.31,31.18",,
"121.36,31.17",,
"114.14,22.69",,
"121.68,31.05",,
"121.64,30.95",,
"114.08,22.65",,
"121.63,31.14",,
"113.36,23.43",,
"113.90,22.78",,
"113.30,23.06",,
"121.32,31.26",,
"121.54,31.12",,
"121.89,30.89",,
"113.88,22.67",,
"113.22,23.29",,
"113.19,23.09",,
"121.11,31.14",,
"114.27,22.77",,
"121.50,31.11",,
"113.39,23.17",,
"121.46,31.40",,
"114.14,22.71",,
"121.69,31.12",,
"121.71,31.19",,
"121.40,31.46",,
"121.54,31.27",,
"121.62,31.54",,
"113.37,22.79",,
"121.57,31.25",,
"113.27,23.01",,
"114.16,22.61",,
"114.08,22.72",,
"121.36,31.03",,
"121.57,31.12",,
"113.93,22.57",,
"113.30,23.08",,
"121.57,30.88",,
"121.21,31.32",,
"114.07,22.72",,
"113.31,23.16",,
"113.47,22.90",,
"121.69,31.06",,
"121.47,30.91",,
"121.32,31.21",,
"121.36,31.35",,
"113.20,23.34",,
"113.46,22.89",,
"114.48,22.59",,
"121.56,31.14",,
"113.37,23.31",,
"113.31,23.19",,
"113.18,23.38",,
"121.64,31.24",,
"114.04,22.70",,
"113.79,22.75",,
"121.44,30.84",,
"114.03,22.76",,
"121.41,31.08",,
"113.26,23.26",,
"113.33,23.02",,
"113.30,23.33",,
"113.73,23.28",,
"121.77,31.02",,
"113.84,22.68",,
"113.93,22.78",,
"114.02,22.75",,
"121.74,31.04",,
"114.10,22.69",,
"113.34,23.23",,
"121.89,30.94",,
"113.25,23.19",,
"121.47,31.35",,
"113.22,23.17",,
"121.53,31.21",,
"114.41,22.74",,
"113.97,22.68",,
"121.49,31.33",,
"121.23,31.24",,
"121.39,31.33",,
"121.50,31.36",,
"113.49,23.04",,
"113.94,22.79",,
"113.42,22.80",,
"121.47,31.34",,
"121.43,30.99",,
"121.34,31.45",,
"113.12,23.37",,
"114.49,22.60",,
"121.38,31.15",,
"121.36,30.73",,
"113.21,23.26",,
"121.80,31.50",,
"114.43,22.63",,
"113.35,23.42",,
"121.80,30.90",,
"121.31,31.07",,
"113.88,22.73",,
